394_NGR_c24630	activation	394_NGR_c18610	0.19200003
394_NGR_c13370	reaction	394_NGR_c11860	0.29799998
394_NGR_c00840	reaction	394_NGR_c31670	0.7950001
394_NGR_c13370	reaction	394_NGR_c10220	0.69200003
394_NGR_c28320	reaction	394_NGR_c12150	0.793
394_NGR_c28320	reaction	394_NGR_c12040	0.69200003
394_NGR_c28320	reaction	394_NGR_c11870	0.69200003
394_NGR_c28320	reaction	394_NGR_c11860	0.45799994
394_NGR_c28320	reaction	394_NGR_c10220	0.594
394_NGR_c12150	reaction	394_NGR_c13370	0.796
394_NGR_c12150	reaction	394_NGR_c00840	0.7950001
394_NGR_c12150	reaction	394_NGR_c31670	0.796
394_NGR_c13340	reaction	394_NGR_c28320	0.686
394_NGR_c12040	reaction	394_NGR_c32170	0.69200003
394_NGR_c13340	reaction	394_NGR_c32170	0.69200003
394_NGR_c13340	reaction	394_NGR_c31670	0.69200003
394_NGR_c12040	reaction	394_NGR_c31670	0.69200003
394_NGR_c12040	reaction	394_NGR_c28320	0.69200003
394_NGR_c15830	reaction	394_NGR_c10160	0.10100007
394_NGR_c15830	reaction	394_NGR_c11880	0.09399998
394_NGR_c12150	reaction	394_NGR_c37090	0.674
394_NGR_c12150	reaction	394_NGR_c11820	0.796
394_NGR_c15820	reaction	394_NGR_c11880	0.09399998
394_NGR_c15820	reaction	394_NGR_c10160	0.10100007
394_NGR_c12040	reaction	394_NGR_c10810	0.69200003
394_NGR_c12040	reaction	394_NGR_c11820	0.63
394_NGR_c11860	reaction	394_NGR_c10810	0.69200003
394_NGR_c11870	reaction	394_NGR_c11820	0.65
394_NGR_c11870	reaction	394_NGR_c10810	0.69200003
394_NGR_c31110	reaction	394_NGR_c04470	0.878
394_NGR_c31110	reaction	394_NGR_c31120	0.89100003
394_NGR_c31110	reaction	394_NGR_c31140	0.89
394_NGR_c31110	reaction	394_NGR_c31130	0.89100003
394_NGR_c00840	reaction	394_NGR_c11160	0.075999975
394_NGR_c34990	reaction	394_NGR_c09170	0.18599999
394_NGR_c34990	reaction	394_NGR_c09180	0.23000002
394_NGR_c10220	reaction	394_NGR_c32230	0.796
394_NGR_c10220	reaction	394_NGR_c08860	0.796
394_NGR_c10220	reaction	394_NGR_c08870	0.796
394_NGR_c10220	reaction	394_NGR_c35720	0.796
394_NGR_c10220	reaction	394_NGR_c11970	0.796
394_NGR_c10220	reaction	394_NGR_c11950	0.796
394_NGR_c11860	reaction	394_NGR_c36200	0.29799998
394_NGR_c11870	reaction	394_NGR_c08870	0.71000004
394_NGR_c11870	reaction	394_NGR_c08860	0.796
883_DvMF_2829	reaction	883_DvMF_2831	0.916
394_NGR_c11860	reaction	394_NGR_c32230	0.7950001
394_NGR_c12000	reaction	394_NGR_c11970	0.796
394_NGR_c12000	reaction	394_NGR_c11950	0.796
394_NGR_c11860	reaction	394_NGR_c35720	0.796
394_NGR_c11860	reaction	394_NGR_c08870	0.796
394_NGR_c11870	reaction	394_NGR_c12050	0.796
394_NGR_c11870	reaction	394_NGR_c12120	0.796
394_NGR_c11860	reaction	394_NGR_c11970	0.796
394_NGR_c11860	reaction	394_NGR_c12050	0.796
394_NGR_c11860	reaction	394_NGR_c12120	0.796
394_NGR_c11870	reaction	394_NGR_c36200	0.29999995
394_NGR_c11870	reaction	394_NGR_c32230	0.796
394_NGR_c11870	reaction	394_NGR_c11970	0.796
394_NGR_c11870	reaction	394_NGR_c11950	0.796
394_NGR_c12150	reaction	394_NGR_c36260	0.796
394_NGR_c12150	reaction	394_NGR_c08870	0.69200003
394_NGR_c12150	reaction	394_NGR_c08860	0.69200003
394_NGR_c13340	reaction	394_NGR_c35720	0.796
394_NGR_c13340	reaction	394_NGR_c32230	0.796
394_NGR_c12040	reaction	394_NGR_c08860	0.796
394_NGR_c13340	reaction	394_NGR_c08870	0.796
394_NGR_c13340	reaction	394_NGR_c36260	0.69200003
394_NGR_c12150	reaction	394_NGR_c32230	0.69200003
394_NGR_c12000	reaction	394_NGR_c35720	0.796
394_NGR_c13340	reaction	394_NGR_c12050	0.796
394_NGR_c13340	reaction	394_NGR_c11950	0.796
394_NGR_c12040	reaction	394_NGR_c08870	0.78
394_NGR_c13340	reaction	394_NGR_c36200	0.44799995
394_NGR_c13340	reaction	394_NGR_c12120	0.796
394_NGR_c12040	reaction	394_NGR_c32230	0.796
394_NGR_c12000	reaction	394_NGR_c12120	0.796
394_NGR_c11880	reaction	394_NGR_c08870	0.102
394_NGR_c11880	reaction	394_NGR_c08860	0.09000003
394_NGR_c12040	reaction	394_NGR_c12050	0.796
394_NGR_c12040	reaction	394_NGR_c12120	0.796
394_NGR_c12040	reaction	394_NGR_c11970	0.796
394_NGR_c12150	reaction	394_NGR_c33950	0.11800003
394_NGR_c11880	reaction	394_NGR_c11900	0.69200003
394_NGR_c11870	reaction	394_NGR_c11900	0.796
882_DVU1684	reaction	882_DVU1426	0.9189999
394_NGR_c12150	reaction	394_NGR_c11890	0.18900001
394_NGR_c13340	reaction	394_NGR_c11890	0.01999998
394_NGR_c13340	reaction	394_NGR_c11730	0.01999998
394_NGR_c13340	reaction	394_NGR_c11900	0.796
394_NGR_c12150	reaction	394_NGR_c11900	0.69200003
394_NGR_c12040	reaction	394_NGR_c11900	0.796
394_NGR_c10220	reaction	394_NGR_c12000	0.796
394_NGR_c10220	reaction	394_NGR_c12040	0.796
394_NGR_c10220	reaction	394_NGR_c13340	0.796
394_NGR_c10220	reaction	394_NGR_c12150	0.69200003
394_NGR_c23590	reaction	394_NGR_c36750	0.046000004
394_NGR_c10220	reaction	394_NGR_c13370	0.69200003
394_NGR_c10220	reaction	394_NGR_c31670	0.69200003
394_NGR_c12150	reaction	394_NGR_c12610	0.29799998
394_NGR_c10220	reaction	394_NGR_c00840	0.08200002
394_NGR_c11880	reaction	394_NGR_c32170	0.09000003
394_NGR_c11880	reaction	394_NGR_c13370	0.796
394_NGR_c12150	reaction	394_NGR_c10220	0.69200003
394_NGR_c13340	reaction	394_NGR_c11870	0.796
394_NGR_c11870	reaction	394_NGR_c31670	0.69200003
394_NGR_c13340	reaction	394_NGR_c11880	0.64
394_NGR_c11870	reaction	394_NGR_c32170	0.69200003
394_NGR_c13340	reaction	394_NGR_c12000	0.796
394_NGR_c13340	reaction	394_NGR_c12040	0.796
394_NGR_c13340	reaction	394_NGR_c12150	0.69200003
394_NGR_c11860	reaction	394_NGR_c28320	0.45799994
394_NGR_c12150	reaction	394_NGR_c12040	0.69200003
394_NGR_c12150	reaction	394_NGR_c13340	0.69200003
394_NGR_c12150	reaction	394_NGR_c11870	0.796
394_NGR_c12150	reaction	394_NGR_c11860	0.69200003
394_NGR_c12040	reaction	394_NGR_c11870	0.796
394_NGR_c12000	reaction	394_NGR_c13340	0.796
394_NGR_c12040	reaction	394_NGR_c10220	0.796
394_NGR_c12040	reaction	394_NGR_c13340	0.796
394_NGR_c12040	reaction	394_NGR_c12150	0.69200003
394_NGR_c12040	reaction	394_NGR_c11880	0.44599998
394_NGR_c12040	reaction	394_NGR_c12000	0.796
394_NGR_c13340	reaction	394_NGR_c10220	0.796
394_NGR_c11880	reaction	394_NGR_c15830	0.09399998
394_NGR_c11880	reaction	394_NGR_c15820	0.09399998
394_NGR_c12000	reaction	394_NGR_c12040	0.796
394_NGR_c12000	reaction	394_NGR_c11870	0.796
394_NGR_c12000	reaction	394_NGR_c11860	0.796
394_NGR_c12000	reaction	394_NGR_c10220	0.796
394_NGR_c10220	reaction	394_NGR_c11820	0.69200003
394_NGR_c10220	reaction	394_NGR_c10810	0.69200003
394_NGR_c11860	reaction	394_NGR_c11880	0.72
394_NGR_c11860	reaction	394_NGR_c12000	0.796
394_NGR_c11860	reaction	394_NGR_c11870	0.796
394_NGR_c11880	reaction	394_NGR_c13340	0.64
394_NGR_c11880	reaction	394_NGR_c12150	0.796
394_NGR_c11880	reaction	394_NGR_c11870	0.69200003
394_NGR_c11880	reaction	394_NGR_c11860	0.72
394_NGR_c10160	reaction	394_NGR_c15820	0.10100007
394_NGR_c11870	reaction	394_NGR_c10220	0.796
394_NGR_c11860	reaction	394_NGR_c10220	0.796
394_NGR_c11870	reaction	394_NGR_c11860	0.796
394_NGR_c10160	reaction	394_NGR_c15830	0.10100007
394_NGR_c11870	reaction	394_NGR_c13340	0.796
394_NGR_c11870	reaction	394_NGR_c12150	0.796
394_NGR_c11870	reaction	394_NGR_c11880	0.69200003
394_NGR_c11870	reaction	394_NGR_c12000	0.796
394_NGR_c11870	reaction	394_NGR_c12040	0.796
882_DVU1426	reaction	882_DVU1684	0.9189999
882_DVU1426	reaction	882_DVU1424	0.76399994
394_NGR_c10220	reaction	394_NGR_c35680	0.10100007
394_NGR_c11880	reaction	394_NGR_c11840	0.08800006
394_NGR_c11880	reaction	394_NGR_c12140	0.47399998
394_NGR_c11880	reaction	394_NGR_c11830	0.334
394_NGR_c11860	reaction	394_NGR_c35680	0.10100007
882_DVU1425	reaction	882_DVU1426	0.76399994
882_DVU1424	reaction	882_DVU1426	0.76399994
882_DVU3261	reaction	882_DVU2674	0.57299995
882_DVU0775	reaction	882_DVU1876	0.148
882_DVU0775	reaction	882_DVU0917	0.911
882_DVU0775	reaction	882_DVU0812	0.15600002
882_DVU0775	reaction	882_DVU0777	0.91999996
882_DVU2243	reaction	882_DVU1879	0.13899994
882_DVU2243	reaction	882_DVU1060	0.13899994
882_DVU2243	reaction	882_DVU0861	0.13899994
882_DVU1633	reaction	882_DVU0830	0.1400001
394_NGR_c10810	reaction	394_NGR_c11940	0.788
394_NGR_c37090	reaction	394_NGR_c11940	0.296
394_NGR_c11820	reaction	394_NGR_c11940	0.793
882_DVU3071	reaction	882_DVU1876	0.055999994
882_DVU0253	reaction	882_DVU1876	0.055999994
882_DVU0253	reaction	882_DVU0812	0.13999999
394_NGR_c37090	reaction	394_NGR_c10230	0.65
394_NGR_c37090	reaction	394_NGR_c11910	0.658
882_DVU0093	reaction	882_DVU2243	0.143
882_DVU2243	reaction	882_DVU0093	0.143
394_NGR_c10810	reaction	394_NGR_c10230	0.786
394_NGR_c11820	reaction	394_NGR_c12130	0.408
394_NGR_c11820	reaction	394_NGR_c11960	0.77
394_NGR_c10810	reaction	394_NGR_c11790	0.79200006
394_NGR_c10810	reaction	394_NGR_c11780	0.7850001
394_NGR_c11820	reaction	394_NGR_c12080	0.63199997
394_NGR_c10810	reaction	394_NGR_c11910	0.75699997
394_NGR_c11820	reaction	394_NGR_c12090	0.793
394_NGR_c31100	reaction	394_NGR_c04470	0.81500006
394_NGR_c31100	reaction	394_NGR_c31120	0.89
394_NGR_c31100	reaction	394_NGR_c31140	0.89
394_NGR_c31100	reaction	394_NGR_c31130	0.88
394_NGR_c10810	reaction	394_NGR_c11960	0.78999996
394_NGR_c10810	reaction	394_NGR_c12130	0.69200003
394_NGR_c10810	reaction	394_NGR_c12090	0.78699994
394_NGR_c10810	reaction	394_NGR_c11980	0.793
394_NGR_c37090	reaction	394_NGR_c11790	0.047999978
394_NGR_c37090	reaction	394_NGR_c11780	0.31599998
394_NGR_c37090	reaction	394_NGR_c12090	0.65999997
394_NGR_c11820	reaction	394_NGR_c11920	0.788
394_NGR_c11820	reaction	394_NGR_c10230	0.77
394_NGR_c11820	reaction	394_NGR_c11910	0.786
394_NGR_c11820	reaction	394_NGR_c12020	0.7950001
882_DVU3071	reaction	882_DVU2784	0.19299996
883_DvMF_1450	reaction	883_DvMF_1455	0.39400005
882_DVU0775	reaction	882_DVU0811	0.13
883_DvMF_1450	reaction	883_DvMF_0105	0.842
883_DvMF_1450	reaction	883_DvMF_1456	0.842
883_DvMF_0086	reaction	883_DvMF_2513	0.09399998
883_DvMF_0080	reaction	883_DvMF_2919	0.10399997
883_DvMF_0086	reaction	883_DvMF_0981	0.842
883_DvMF_0080	reaction	883_DvMF_2887	0.54999995
883_DvMF_0086	reaction	883_DvMF_0984	0.528
883_DvMF_0086	reaction	883_DvMF_0555	0.10399997
883_DvMF_0080	reaction	883_DvMF_2883	0.842
883_DvMF_0086	reaction	883_DvMF_2919	0.62600005
883_DvMF_0086	reaction	883_DvMF_2887	0.40199995
883_DvMF_0086	reaction	883_DvMF_1379	0.842
883_DvMF_0080	reaction	883_DvMF_0101	0.84000003
883_DvMF_0080	reaction	883_DvMF_0555	0.52199996
883_DvMF_0080	reaction	883_DvMF_1351	0.66999996
883_DvMF_0080	reaction	883_DvMF_0106	0.842
883_DvMF_0080	reaction	883_DvMF_0981	0.842
883_DvMF_0080	reaction	883_DvMF_1379	0.842
883_DvMF_0086	reaction	883_DvMF_3103	0.842
883_DvMF_0086	reaction	883_DvMF_0106	0.842
883_DvMF_0080	reaction	883_DvMF_1350	0.64199996
883_DvMF_0080	reaction	883_DvMF_2513	0.09399998
883_DvMF_0086	reaction	883_DvMF_0101	0.8410001
883_DvMF_0080	reaction	883_DvMF_1448	0.839
883_DvMF_0084	reaction	883_DvMF_2887	0.55200005
883_DvMF_0086	reaction	883_DvMF_2883	0.842
883_DvMF_0084	reaction	883_DvMF_0101	0.8410001
883_DvMF_0084	reaction	883_DvMF_0555	0.222
883_DvMF_0084	reaction	883_DvMF_1351	0.686
883_DvMF_0084	reaction	883_DvMF_0981	0.842
883_DvMF_0084	reaction	883_DvMF_1448	0.84000003
883_DvMF_0084	reaction	883_DvMF_1379	0.842
883_DvMF_0569	reaction	883_DvMF_2831	0.085999966
883_DvMF_0367	reaction	883_DvMF_1048	0.09399998
883_DvMF_0078	reaction	883_DvMF_2883	0.48800004
883_DvMF_0078	reaction	883_DvMF_0981	0.22000003
883_DvMF_0079	reaction	883_DvMF_2887	0.49199998
883_DvMF_0078	reaction	883_DvMF_1448	0.21399999
883_DvMF_0078	reaction	883_DvMF_1379	0.544
883_DvMF_0078	reaction	883_DvMF_2513	0.38899994
883_DvMF_0078	reaction	883_DvMF_2919	0.10399997
883_DvMF_2924	reaction	883_DvMF_2883	0.44599998
883_DvMF_0075	reaction	883_DvMF_0106	0.65999997
883_DvMF_0075	reaction	883_DvMF_0101	0.48399997
883_DvMF_0075	reaction	883_DvMF_3103	0.53
883_DvMF_2924	reaction	883_DvMF_0983	0.44799995
883_DvMF_2924	reaction	883_DvMF_1350	0.842
883_DvMF_2924	reaction	883_DvMF_0981	0.22000003
883_DvMF_2924	reaction	883_DvMF_2513	0.38899994
883_DvMF_2924	reaction	883_DvMF_1448	0.14199996
883_DvMF_2924	reaction	883_DvMF_1379	0.43799996
883_DvMF_0171	reaction	883_DvMF_2312	0.09200001
883_DvMF_2924	reaction	883_DvMF_2919	0.55200005
883_DvMF_2924	reaction	883_DvMF_2887	0.842
883_DvMF_0075	reaction	883_DvMF_2883	0.472
883_DvMF_0076	reaction	883_DvMF_1379	0.42999995
883_DvMF_0079	reaction	883_DvMF_0106	0.842
883_DvMF_0076	reaction	883_DvMF_1350	0.71000004
883_DvMF_0076	reaction	883_DvMF_2513	0.09800005
883_DvMF_0076	reaction	883_DvMF_1448	0.55999994
883_DvMF_0079	reaction	883_DvMF_0101	0.7720001
883_DvMF_0079	reaction	883_DvMF_0555	0.712
883_DvMF_0078	reaction	883_DvMF_1351	0.842
883_DvMF_0076	reaction	883_DvMF_2883	0.53999996
883_DvMF_0079	reaction	883_DvMF_1350	0.62399995
883_DvMF_0079	reaction	883_DvMF_2513	0.09399998
883_DvMF_0078	reaction	883_DvMF_0101	0.75600004
883_DvMF_0079	reaction	883_DvMF_1448	0.81999993
883_DvMF_0079	reaction	883_DvMF_0981	0.842
883_DvMF_0076	reaction	883_DvMF_2919	0.09399998
883_DvMF_0076	reaction	883_DvMF_2887	0.842
883_DvMF_0079	reaction	883_DvMF_0984	0.536
883_DvMF_0078	reaction	883_DvMF_0555	0.09399998
883_DvMF_0078	reaction	883_DvMF_3103	0.53199995
883_DvMF_0078	reaction	883_DvMF_0106	0.72
883_DvMF_0075	reaction	883_DvMF_0981	0.10399997
883_DvMF_0075	reaction	883_DvMF_2513	0.3110001
883_DvMF_0075	reaction	883_DvMF_1448	0.09800005
883_DvMF_0075	reaction	883_DvMF_1379	0.39999998
883_DvMF_0076	reaction	883_DvMF_3103	0.40199995
883_DvMF_0075	reaction	883_DvMF_0984	0.09399998
883_DvMF_0075	reaction	883_DvMF_0983	0.44799995
883_DvMF_0075	reaction	883_DvMF_1350	0.842
883_DvMF_0075	reaction	883_DvMF_0555	0.09399998
883_DvMF_0075	reaction	883_DvMF_1351	0.842
883_DvMF_0076	reaction	883_DvMF_0981	0.18200004
883_DvMF_0075	reaction	883_DvMF_2919	0.55200005
883_DvMF_0076	reaction	883_DvMF_0984	0.09399998
883_DvMF_0076	reaction	883_DvMF_0555	0.09399998
882_DVU0664	reaction	882_DVU0665	0.8989999
882_DVU1423	reaction	882_DVU1684	0.65700006
882_DVU2923	reaction	882_DVU2929	0.84599996
882_DVU2923	reaction	882_DVU2928	0.37399995
882_DVU2923	reaction	882_DVU1329	0.84599996
882_DVU2923	reaction	882_DVU3242	0.668
882_DVU1423	reaction	882_DVU1426	0.6029999
394_NGR_c13610	reaction	394_NGR_c36750	0.13199997
883_DvMF_0081	reaction	883_DvMF_2509	0.842
883_DvMF_0088	reaction	883_DvMF_0104	0.842
883_DvMF_0081	reaction	883_DvMF_0090	0.842
883_DvMF_2924	reaction	883_DvMF_0084	0.842
883_DvMF_2924	reaction	883_DvMF_0087	0.842
883_DvMF_2924	reaction	883_DvMF_0079	0.842
883_DvMF_0089	reaction	883_DvMF_0970	0.842
883_DvMF_2924	reaction	883_DvMF_0078	0.842
883_DvMF_0089	reaction	883_DvMF_1451	0.842
883_DvMF_2924	reaction	883_DvMF_0088	0.842
883_DvMF_2924	reaction	883_DvMF_0081	0.842
883_DvMF_2924	reaction	883_DvMF_0075	0.842
883_DvMF_2924	reaction	883_DvMF_0076	0.842
883_DvMF_0089	reaction	883_DvMF_1453	0.842
883_DvMF_0088	reaction	883_DvMF_0094	0.842
883_DvMF_0088	reaction	883_DvMF_0098	0.842
883_DvMF_0088	reaction	883_DvMF_0091	0.842
883_DvMF_0088	reaction	883_DvMF_0102	0.842
883_DvMF_0088	reaction	883_DvMF_0093	0.842
883_DvMF_0081	reaction	883_DvMF_0098	0.842
883_DvMF_0081	reaction	883_DvMF_0104	0.842
883_DvMF_0081	reaction	883_DvMF_0093	0.842
883_DvMF_0081	reaction	883_DvMF_0095	0.842
883_DvMF_0081	reaction	883_DvMF_0094	0.842
883_DvMF_0075	reaction	883_DvMF_2509	0.842
883_DvMF_0089	reaction	883_DvMF_0075	0.842
883_DvMF_0088	reaction	883_DvMF_0103	0.842
883_DvMF_0089	reaction	883_DvMF_2924	0.842
883_DvMF_0081	reaction	883_DvMF_0092	0.842
883_DvMF_0088	reaction	883_DvMF_1453	0.842
883_DvMF_0089	reaction	883_DvMF_0079	0.842
883_DvMF_0089	reaction	883_DvMF_0078	0.842
883_DvMF_0088	reaction	883_DvMF_0970	0.842
883_DvMF_0088	reaction	883_DvMF_1451	0.842
883_DvMF_2924	reaction	883_DvMF_0103	0.842
883_DvMF_2924	reaction	883_DvMF_0094	0.842
883_DvMF_2924	reaction	883_DvMF_0098	0.842
883_DvMF_2924	reaction	883_DvMF_0104	0.842
883_DvMF_2924	reaction	883_DvMF_0102	0.842
883_DvMF_0089	reaction	883_DvMF_0090	0.842
883_DvMF_0089	reaction	883_DvMF_2509	0.658
883_DvMF_0088	reaction	883_DvMF_2509	0.842
883_DvMF_2924	reaction	883_DvMF_0089	0.842
883_DvMF_0089	reaction	883_DvMF_0092	0.842
883_DvMF_0089	reaction	883_DvMF_0102	0.842
883_DvMF_2924	reaction	883_DvMF_1451	0.842
883_DvMF_0089	reaction	883_DvMF_0091	0.842
883_DvMF_0089	reaction	883_DvMF_0104	0.842
883_DvMF_0089	reaction	883_DvMF_0095	0.842
883_DvMF_0075	reaction	883_DvMF_0081	0.842
883_DvMF_0076	reaction	883_DvMF_0103	0.842
883_DvMF_0076	reaction	883_DvMF_1453	0.842
883_DvMF_0075	reaction	883_DvMF_2924	0.842
883_DvMF_0075	reaction	883_DvMF_0089	0.842
883_DvMF_0079	reaction	883_DvMF_0091	0.842
883_DvMF_0079	reaction	883_DvMF_0092	0.78
883_DvMF_0079	reaction	883_DvMF_0093	0.842
883_DvMF_0076	reaction	883_DvMF_0970	0.842
883_DvMF_0075	reaction	883_DvMF_0078	0.842
883_DvMF_0076	reaction	883_DvMF_1451	0.842
883_DvMF_0076	reaction	883_DvMF_0104	0.842
883_DvMF_0081	reaction	883_DvMF_0083	0.842
883_DvMF_0081	reaction	883_DvMF_0084	0.842
883_DvMF_0081	reaction	883_DvMF_0087	0.842
883_DvMF_0081	reaction	883_DvMF_0080	0.842
883_DvMF_0081	reaction	883_DvMF_0086	0.842
883_DvMF_0076	reaction	883_DvMF_2924	0.842
883_DvMF_0075	reaction	883_DvMF_0086	0.842
883_DvMF_0075	reaction	883_DvMF_0083	0.842
883_DvMF_0075	reaction	883_DvMF_0084	0.842
883_DvMF_0075	reaction	883_DvMF_0087	0.842
883_DvMF_0079	reaction	883_DvMF_1453	0.842
883_DvMF_0076	reaction	883_DvMF_0079	0.842
883_DvMF_0076	reaction	883_DvMF_0078	0.842
883_DvMF_0079	reaction	883_DvMF_1451	0.842
883_DvMF_0076	reaction	883_DvMF_0089	0.842
883_DvMF_0076	reaction	883_DvMF_0088	0.842
883_DvMF_0076	reaction	883_DvMF_0081	0.842
883_DvMF_0079	reaction	883_DvMF_0104	0.842
883_DvMF_0079	reaction	883_DvMF_0095	0.842
883_DvMF_0079	reaction	883_DvMF_0098	0.842
883_DvMF_0075	reaction	883_DvMF_0080	0.842
883_DvMF_0078	reaction	883_DvMF_2509	0.842
883_DvMF_0075	reaction	883_DvMF_0102	0.842
883_DvMF_0075	reaction	883_DvMF_0091	0.842
883_DvMF_0075	reaction	883_DvMF_0092	0.842
883_DvMF_0075	reaction	883_DvMF_0098	0.842
883_DvMF_0075	reaction	883_DvMF_0104	0.842
883_DvMF_0089	reaction	883_DvMF_0087	0.842
883_DvMF_0089	reaction	883_DvMF_0086	0.842
883_DvMF_0089	reaction	883_DvMF_0083	0.842
883_DvMF_0089	reaction	883_DvMF_0084	0.842
883_DvMF_0088	reaction	883_DvMF_0076	0.842
883_DvMF_0081	reaction	883_DvMF_1453	0.842
883_DvMF_0088	reaction	883_DvMF_0079	0.842
883_DvMF_0088	reaction	883_DvMF_2924	0.842
883_DvMF_0088	reaction	883_DvMF_0081	0.842
883_DvMF_0075	reaction	883_DvMF_0970	0.842
883_DvMF_0081	reaction	883_DvMF_0078	0.842
883_DvMF_0081	reaction	883_DvMF_0075	0.842
883_DvMF_0075	reaction	883_DvMF_0103	0.842
883_DvMF_0076	reaction	883_DvMF_0095	0.842
883_DvMF_0076	reaction	883_DvMF_0094	0.842
883_DvMF_0076	reaction	883_DvMF_0098	0.842
883_DvMF_0076	reaction	883_DvMF_0092	0.842
883_DvMF_0076	reaction	883_DvMF_0102	0.842
883_DvMF_0076	reaction	883_DvMF_0093	0.842
883_DvMF_0088	reaction	883_DvMF_0080	0.842
883_DvMF_0088	reaction	883_DvMF_0086	0.842
883_DvMF_0088	reaction	883_DvMF_0083	0.842
883_DvMF_0081	reaction	883_DvMF_2924	0.842
883_DvMF_0081	reaction	883_DvMF_0089	0.842
883_DvMF_0081	reaction	883_DvMF_0088	0.842
883_DvMF_0088	reaction	883_DvMF_0084	0.842
883_DvMF_0088	reaction	883_DvMF_0087	0.842
883_DvMF_2924	reaction	883_DvMF_0091	0.842
883_DvMF_2924	reaction	883_DvMF_0092	0.842
883_DvMF_2924	reaction	883_DvMF_0090	0.842
883_DvMF_2924	reaction	883_DvMF_2509	0.842
394_NGR_c12610	reaction	394_NGR_c37090	0.296
883_DvMF_2313	reaction	883_DvMF_0876	0.50600004
883_DvMF_0092	reaction	883_DvMF_2919	0.09399998
883_DvMF_0092	reaction	883_DvMF_2887	0.842
883_DvMF_0092	reaction	883_DvMF_2883	0.22399998
883_DvMF_0098	reaction	883_DvMF_0984	0.536
883_DvMF_0098	reaction	883_DvMF_1379	0.842
883_DvMF_0098	reaction	883_DvMF_2513	0.09399998
883_DvMF_0098	reaction	883_DvMF_2887	0.53400004
883_DvMF_0098	reaction	883_DvMF_2919	0.686
883_DvMF_0098	reaction	883_DvMF_1351	0.49199998
883_DvMF_0098	reaction	883_DvMF_3103	0.842
883_DvMF_0098	reaction	883_DvMF_0106	0.842
883_DvMF_0078	reaction	883_DvMF_0080	0.842
883_DvMF_0078	reaction	883_DvMF_0086	0.842
883_DvMF_0078	reaction	883_DvMF_0081	0.842
883_DvMF_0078	reaction	883_DvMF_0075	0.842
883_DvMF_0078	reaction	883_DvMF_0076	0.842
883_DvMF_0078	reaction	883_DvMF_0079	0.842
883_DvMF_0078	reaction	883_DvMF_0089	0.842
883_DvMF_0078	reaction	883_DvMF_0083	0.842
883_DvMF_0078	reaction	883_DvMF_0084	0.842
883_DvMF_0078	reaction	883_DvMF_0087	0.842
883_DvMF_0076	reaction	883_DvMF_0083	0.842
883_DvMF_0076	reaction	883_DvMF_0084	0.842
883_DvMF_0079	reaction	883_DvMF_2924	0.842
883_DvMF_0079	reaction	883_DvMF_0088	0.842
883_DvMF_0078	reaction	883_DvMF_0095	0.842
883_DvMF_0078	reaction	883_DvMF_0094	0.842
883_DvMF_0078	reaction	883_DvMF_0091	0.842
883_DvMF_0079	reaction	883_DvMF_1454	0.839
883_DvMF_0078	reaction	883_DvMF_0102	0.842
883_DvMF_0078	reaction	883_DvMF_0098	0.842
883_DvMF_0079	reaction	883_DvMF_0084	0.842
883_DvMF_0079	reaction	883_DvMF_0086	0.842
883_DvMF_0078	reaction	883_DvMF_1454	0.58599997
883_DvMF_0078	reaction	883_DvMF_0103	0.842
883_DvMF_0079	reaction	883_DvMF_0075	0.78400004
883_DvMF_0078	reaction	883_DvMF_1453	0.842
883_DvMF_0079	reaction	883_DvMF_0076	0.842
883_DvMF_0078	reaction	883_DvMF_0970	0.842
883_DvMF_0092	reaction	883_DvMF_1351	0.842
883_DvMF_0092	reaction	883_DvMF_0106	0.47399998
883_DvMF_0092	reaction	883_DvMF_0101	0.57000005
883_DvMF_0092	reaction	883_DvMF_3103	0.41199994
883_DvMF_0092	reaction	883_DvMF_1379	0.426
883_DvMF_0092	reaction	883_DvMF_1350	0.842
883_DvMF_0092	reaction	883_DvMF_2513	0.09399998
