"",h,rel,t
3596,concept:actor:today,type,concept:actor
3597,concept:personus:javier_lopez,type,concept:personus
3598,concept:blog:blogger,type,concept:blog
3599,concept:website:financial_aid,type,concept:website
3600,concept:male:eric_bachmann,type,concept:male
3601,concept:geopoliticallocation:miamisburg,type,concept:geopoliticallocation
3602,concept:date:n1999,type,concept:date
3603,concept:vegetable:grilled_onions,type,concept:vegetable
3604,concept:county:columbus,type,concept:county
3605,concept:coach:al_lewis,type,concept:coach
3606,concept:election:n11_6,type,concept:election
3607,concept:city:russell,type,concept:city
3608,concept:city:joliet,type,concept:city
3609,concept:blog:night,type,concept:blog
3610,concept:clothing:ankle_socks,type,concept:clothing
3611,concept:company:revlon,type,concept:company
3612,concept:sportsteam:florida_atlantic_university_owls,type,concept:sportsteam
3613,concept:director:american_fork,type,concept:director
3614,concept:biotechcompany:diamond_foods,type,concept:biotechcompany
3615,concept:university:the_ohio_state,type,concept:university
3616,concept:recordlabel:tip,type,concept:recordlabel
3617,concept:hospital:memphis,type,concept:hospital
3618,concept:stadiumoreventvenue:shelter,type,concept:stadiumoreventvenue
3619,concept:sportsteam:central_connecticut_state_blue_devils,type,concept:sportsteam
3620,concept:company:google_music,type,concept:company
3621,concept:televisionstation:kytx,type,concept:televisionstation
3622,concept:musicsong:air,type,concept:musicsong
3623,concept:island:desert_hot_springs,type,concept:island
3624,concept:location:shinjuku,type,concept:location
3625,concept:sportsteam:pierce_college_raiders,type,concept:sportsteam
3626,concept:county:pictou_county,type,concept:county
3627,concept:sportsteam:tennessee_state_tigers,type,concept:sportsteam
3628,concept:personeurope:blackstone,type,concept:personeurope
3629,concept:product:services_pursuant,type,concept:product
3630,concept:city:huesca,type,concept:city
3631,concept:musician:the_band,type,concept:musician
3632,concept:bridge:guard,type,concept:bridge
3633,concept:ceo:frank_blake,type,concept:ceo
3634,concept:ceo:randall_l__stephenson,type,concept:ceo
3635,concept:visualizablething:marina_del_rey,type,concept:visualizablething
3636,concept:company:new_republic,type,concept:company
3637,concept:mountain:mount_ivy,type,concept:mountain
3638,concept:attraction:the_colosseum_at_caesars_palace,type,concept:attraction
3639,concept:biotechcompany:istar_financial,type,concept:biotechcompany
3640,concept:clothing:white_dresses,type,concept:clothing
3641,concept:sportsteam:nashville_predators,type,concept:sportsteam
3642,concept:city:naas,type,concept:city
3643,concept:coach:u,type,concept:coach
3644,concept:coach:joe_paterno,type,concept:coach
3645,concept:clothing:denim,type,concept:clothing
3646,concept:animal:little_dogs,type,concept:animal
3647,concept:academicfield:greek_ministry,type,concept:academicfield
3648,concept:geopoliticalorganization:glendale,type,concept:geopoliticalorganization
3649,concept:musician:deep_purple,type,concept:musician
3650,concept:governmentorganization:houston_department,type,concept:governmentorganization
3651,concept:city:az,type,concept:city
3652,concept:coach:document,type,concept:coach
3653,concept:city:eagle_lake,type,concept:city
3654,concept:university:tcu,type,concept:university
3655,concept:city:longmont,type,concept:city
3656,concept:retailstore:new_balance,type,concept:retailstore
3657,concept:geopoliticallocation:bahia_blanca,type,concept:geopoliticallocation
3658,concept:airport:raleigh_durham,type,concept:airport
3659,concept:clothing:sneakers,type,concept:clothing
3660,concept:architect:modern_art,type,concept:architect
3661,concept:currency:manats,type,concept:currency
3662,concept:stadiumoreventvenue:rose_garden_arena,type,concept:stadiumoreventvenue
3663,concept:personus:brandon_webb,type,concept:personus
3664,concept:coach:catalog,type,concept:coach
3665,concept:charactertrait:basic,type,concept:charactertrait
3666,concept:criminal:republican_nomination,type,concept:criminal
3667,concept:clothing:linen_suit,type,concept:clothing
3668,concept:athlete:charlie_frye,type,concept:athlete
3669,concept:personus:joe_dimaggio,type,concept:personus
3670,concept:bank:general_electric,type,concept:bank
3671,concept:retailstore:registers,type,concept:retailstore
3672,concept:geopoliticalorganization:winter,type,concept:geopoliticalorganization
3673,concept:physicalaction:stress,type,concept:physicalaction
3674,concept:politicianus:mark,type,concept:politicianus
3675,concept:journalist:john_stossel,type,concept:journalist
3676,concept:male:mark_mclaughlin,type,concept:male
3677,concept:personaustralia:terry_jones,type,concept:personaustralia
3678,concept:mollusk:scavengers,type,concept:mollusk
3679,concept:stateorprovince:sindh,type,concept:stateorprovince
3680,concept:blog:wired,type,concept:blog
3681,concept:politicsblog:aspen_institute,type,concept:politicsblog
3682,concept:televisionstation:kvii,type,concept:televisionstation
3683,concept:clothing:short_pants,type,concept:clothing
3684,concept:county:huntingtn_bch,type,concept:county
3685,concept:cardgame:plus,type,concept:cardgame
3686,concept:ceo:franklin_raines,type,concept:ceo
3687,concept:person:otto_ambros,type,concept:person
3688,concept:reptile:other_mammals,type,concept:reptile
3689,concept:model:costco,type,concept:model
3690,concept:musicalbum:experience,type,concept:musicalbum
3691,concept:televisionstation:official_site,type,concept:televisionstation
3692,concept:airport:slovak_republic,type,concept:airport
3693,concept:person:la_junta,type,concept:person
3694,concept:personasia:view,type,concept:personasia
3695,concept:city:lincoln_park,type,concept:city
3696,concept:buildingfeature:contemporary,type,concept:buildingfeature
3697,concept:sportsteam:southern_utah_thunderbirds,type,concept:sportsteam
3698,concept:radiostation:wray,type,concept:radiostation
3699,concept:language:semitic,type,concept:language
3700,concept:city:goes,type,concept:city
3701,concept:city:cromwell,type,concept:city
3702,concept:televisionshow:five,type,concept:televisionshow
3703,concept:company:khog_tv,type,concept:company
3704,concept:organization:major_institution,type,concept:organization
3705,concept:city:saratoga,type,concept:city
3706,concept:personaustralia:kevin_wilson,type,concept:personaustralia
3707,concept:city:provincetown,type,concept:city
3708,concept:buildingfeature:paypal,type,concept:buildingfeature
3709,concept:personus:pierre,type,concept:personus
3710,concept:musicsong:christmas_time,type,concept:musicsong
3711,concept:athlete:mike_adams,type,concept:athlete
3712,concept:journalist:phil_sheridan,type,concept:journalist
3713,concept:politician:republican_candidate_john_mccain,type,concept:politician
3714,concept:clothing:black_yoga_pants,type,concept:clothing
3715,concept:musicalbum:champion,type,concept:musicalbum
3716,concept:mountain:mountain_rest,type,concept:mountain
3717,concept:stateorprovince:charente_maritime,type,concept:stateorprovince
3718,concept:blog:times_last_week,type,concept:blog
3719,concept:sportsteam:saint_joseph_s_college_pumas,type,concept:sportsteam
3720,concept:location:far_hills,type,concept:location
3721,concept:musicartist:delaware,type,concept:musicartist
3722,concept:clothing:skintight_jeans,type,concept:clothing
3723,concept:animal:non_indigenous_species,type,concept:animal
3724,concept:company:wqec_tv,type,concept:company
3725,concept:country:viet_nam,type,concept:country
3726,concept:male:hank_williams,type,concept:male
3727,concept:clothing:cardigan,type,concept:clothing
3728,concept:personsouthamerica:sanantonio,type,concept:personsouthamerica
3729,concept:profession:certifications,type,concept:profession
3730,concept:company:google_affiliate_network,type,concept:company
3731,concept:country:vietnam,type,concept:country
3732,concept:city:lake_city,type,concept:city
3733,concept:musicartist:son_volt,type,concept:musicartist
3734,concept:ceo:david_sokol,type,concept:ceo
3735,concept:company:seattle_pi,type,concept:company
3736,concept:city:glasgow_prestwick,type,concept:city
3737,concept:book:circuit,type,concept:book
3738,concept:book:register,type,concept:book
3739,concept:country:holland,type,concept:country
3740,concept:company:barrick_gold,type,concept:company
3741,concept:politicianus:cory_booker,type,concept:politicianus
3742,concept:plant:buckeye,type,concept:plant
3743,concept:academicfield:resources_management,type,concept:academicfield
3744,concept:automobilemaker:diagnosis,type,concept:automobilemaker
3745,concept:governmentorganization:compliance,type,concept:governmentorganization
3746,concept:county:student,type,concept:county
3747,concept:sportsteam:campbell_camels,type,concept:sportsteam
3748,concept:website:google__co_uk,type,concept:website
3749,concept:organization:new_york_city_department,type,concept:organization
3750,concept:country:hungaria,type,concept:country
3751,concept:perceptionaction:mechanical_engineering,type,concept:perceptionaction
3752,concept:model:state_model,type,concept:model
3753,concept:sportsteam:duke_blue_devils,type,concept:sportsteam
3754,concept:city:hamlet,type,concept:city
3755,concept:visualartist:howard_vincent,type,concept:visualartist
3756,concept:televisionstation:wtap_tv,type,concept:televisionstation
3757,concept:programminglanguage:scheme,type,concept:programminglanguage
3758,concept:clothing:sleeve_t_shirt,type,concept:clothing
3759,concept:company:inbev,type,concept:company
3760,concept:boardgame:technologies,type,concept:boardgame
3761,concept:geopoliticalorganization:liaoning,type,concept:geopoliticalorganization
3762,concept:river:hood_river,type,concept:river
3763,concept:hotel:caribe_hilton,type,concept:hotel
3764,concept:building:opportunities,type,concept:building
3765,concept:visualizablescene:gibbstown,type,concept:visualizablescene
3766,concept:bird:woodpeckers,type,concept:bird
3767,concept:visualizablescene:lexington_fayette,type,concept:visualizablescene
3768,concept:visualizablething:boston_massachusetts,type,concept:visualizablething
3769,concept:hotel:park_hyatt,type,concept:hotel
3770,concept:politicsissue:resources_administration,type,concept:politicsissue
3771,concept:company:cathay_pacific,type,concept:company
3772,concept:company:railroad_company,type,concept:company
3773,concept:clothing:simple_tee_shirt,type,concept:clothing
3774,concept:city:chartres,type,concept:city
3775,concept:company:kcwy,type,concept:company
3776,concept:bridge:george_washington_bridge,type,concept:bridge
3777,concept:shoppingmall:golden_gate,type,concept:shoppingmall
3778,concept:mountain:white_mountains,type,concept:mountain
3779,concept:clothing:detachable_cape,type,concept:clothing
3780,concept:politician:gregor_robertson,type,concept:politician
3781,concept:sportsteam:san_diego_padres,type,concept:sportsteam
3782,concept:museum:american_center,type,concept:museum
3783,concept:city:kenosha,type,concept:city
3784,concept:stateorprovince:nec,type,concept:stateorprovince
3785,concept:ceo:echostar_communications_corporation,type,concept:ceo
3786,concept:website:playboy_magazine,type,concept:website
3787,concept:male:lauren_jackson,type,concept:male
3788,concept:automobilemaker:jd,type,concept:automobilemaker
3789,concept:city:cantabria,type,concept:city
3790,concept:programminglanguage:operator,type,concept:programminglanguage
3791,concept:clothing:dark_shirt,type,concept:clothing
3792,concept:clothing:pocket_square,type,concept:clothing
3793,concept:person:ash,type,concept:person
3794,concept:city:hot_springs,type,concept:city
3795,concept:city:hague,type,concept:city
3796,concept:city:rocky_hill,type,concept:city
3797,concept:river:water,type,concept:river
3798,concept:mountainrange:n400_miles,type,concept:mountainrange
3799,concept:wine:manhattan,type,concept:wine
3800,concept:mlauthor:speech,type,concept:mlauthor
3801,concept:geometricshape:property,type,concept:geometricshape
3802,concept:sportsteam:fordham_rams,type,concept:sportsteam
3803,concept:geopoliticalorganization:snellville,type,concept:geopoliticalorganization
3804,concept:stadiumoreventvenue:constant_convocation_center,type,concept:stadiumoreventvenue
3805,concept:geopoliticalorganization:sachsen_anhalt,type,concept:geopoliticalorganization
3806,concept:visualartist:franklin_delano_roosevelt,type,concept:visualartist
3807,concept:landscapefeatures:york_cities,type,concept:landscapefeatures
